"","name","cmnt","like","year","month","day","hour"
"34274","Venera Tumenova","Как то бороться полуголай с педиками странно..и потом кто именно про секс ей запретил говорить?Вы тоже можете бороться с проституцией выставив анатомический член написав пост",1,2016,4,23,11
"34279","Venera Tumenova","Муж?",0,2016,4,23,11
"34284","Ахсауле Жубайхан","Sharapsiz ne yiaptin salak salak",1,2016,4,23,11
"34289","Avazbek Satvaldiev","Даулеткерей Аманжол вы правы!!! Да ей очень не хватает внимание... А внимание не хватает скорей всего я так думаю она ведет себя высокомерно... Типо ты не достоин меня !!!",1,2016,4,23,11
"34296","Yermek Smailov","Видимо был негативный опыт с красивыми девушками? Сочувствую 😀",2,2016,4,23,11
"34301","Avazbek Satvaldiev","Брат Вас тоже жалко вроде взрослый человек а думаете очень коротко!!!",5,2016,4,23,11
"34306","Erkin Sadanbekov","Давай еще фотки такие же?!!!",1,2016,4,23,11
"34311","Айгуль Альпеисова","Улыбнуло!!! А коменты сами за себя говорят... ))) смешно читать, как ядом мужчинки брызгают, а на деле забывают своих обрюзгших жен, заглядываясь на таких, как Асель )))) Будто что-то новое прочитали и увидели ))))",7,2016,4,23,12
"34316","Кайрат Нуртас","Со стороны выглядит очень смешно",0,2016,4,23,11
"34321","Айгуль Альпеисова","Кайрат Нуртас, именно так )))",0,2016,4,23,11
"34326","Айгуль Жиеналиева","Онбаган, карабет,уятсыз,арсыз.",4,2016,4,23,11
"34331","Юля Джулиан","Фотография казахской девушки в купальных трусах вызвала такую волну мракобесия, лицемерия и ханжества, что сразу вспомнилось вечное "" В СССР секса нет"" smile emoticon И такие моралисты собрались, святее Папы римского)))",20,2016,4,23,11
"34336","Zhanna Amanova","Мда уж... ""Внутренний ребёнок"" захотел показать всем стройное тело ))) можно было бы и без поста, просто выложить и назвать ""любуюсь своим телом"" )))",10,2016,4,23,11
"34341","GulshatsAbilkassym","Gulshat Abilkassym Согласна",0,2016,4,24,20
"34346","Dinara Parmanova","В принципе неплохое фото, но задний фон портит все ... 😏",1,2016,4,23,11
"34351","Кайрат Нуртас","Почему-то каждый считает своим моральным долгом, оставить свои язвительные комментарии. Так бы своих детей воспитывали - как своё мнение другим навязывать. Не удивлюсь, если у них дома(в оплоте нравственности и целомудрия) происходят куда мерзкие вещи. Деградация происходит там, где люди не не признают чужих, отличных от их собственных, мнений. Шайтан десе, казак коркып басын жерге тыгады.",12,2016,4,23,11
"34356","Mayya Tallibaeva","Уятсиз😋🙈",1,2016,4,23,11
"34361","Айгуль Жекьянова.елубаева","Если ей нравится пусть выставляется! А если в целом: очень красиво!!! Есть что выставить!!! Конечно по многим канонам можно возразить. Но каждый человек выбирает свой путь к совершенству или самовыражению. Это уже как кто поймет! Смелый шаг!!!",3,2016,4,23,11
"34366","Акылбек Калпатов","Аурума",0,2016,4,23,11
"34371","Yermek Smailov","Пышет здоровьем, видно же",1,2016,4,23,11
"34376","Elya Iskandarova","Yermek Smailov Ермек, Вы просто прелесть!!! 😀😀😀 спасибо",0,2016,4,23,11
"34381","Дидар Токтар","Это право дает светская конституция и демократия (кроме митингов)!",2,2016,4,23,11
"34386","Alexei Dechevykh","Zelatelno Kazashke znat Face recognition , psychophysiolically dependency Sex addiction nimphomania Www.Vagacare.com vilichit polovinu a yoga control vaginal muscle rest of the complexces VagaCare: Vaginal Weights Pelvic Exerciser VAGACARE.COM",0,2016,4,23,11
"34394","Назгуль Кулмаханбетова","Осы Асель Баяндарованың посттына жазған коментт.тің бәрін басынан бастап осы жерге дейін оқып отырсам қазақтардың қаны басына шығып жатыр да , ал орыстар наоборот....өте дұрыс , болмаса о қандай фигура или қазақтың қыздары ешкімнен кем емес дегендей т.",9,2016,4,23,11
"34399","Ussina Marzhan","Конiлi ак??? Бокауыз создердi окыдынызба, казактарымыздын жазганын? Казак болып мен омiрiмде ондай создердi естiмегенмiн.",0,2016,4,23,11
"34404","Назгуль Кулмаханбетова","Көңілі ақтар боқ ауыз сөз айтпайд деп кім айтты сізге? Мысалы ашуым келгенде менде айтам..сізде айтасыз.",1,2016,4,23,11
"34409","Диана Искакова","Арсыз уятсыз!сен ушін бүкіл қазақ қызының атына кір келді.имансыз",4,2016,4,23,11
"34414","Sagiden Yerbulekov","Sagiden Yerbulekov",0,2016,4,23,11
"34419","Yermek Smailov","Мамбетизм хуже фашизма 🙁",5,2016,4,23,11
"34424","Нурай Али","Точно!! Здорово сказано!! Добавила бы, что такого фашизма-мамбетизма с каждым годом все больше в нашей стране(",1,2016,4,23,11
"34429","Yermek Smailov","Нурай Али будем бороться, истина то за нами, у них и логики то нет никакой )",0,2016,4,23,11
"34434","Asy Asy","Нагып тур мынау?😡",0,2016,4,23,11
"34439","Альфия Байтолегенова","Журегинде иманы жок Адам гана осылай денесин ашып уялмайды. Адамдар Алладан коркайык ,умытпайык Алланын алдына барганда жауап беремиз ар исимизге!",5,2016,4,23,11
"34444","Кенжебек Саялаухан","Фигуран ат екен",0,2016,4,23,11
"34449","Диана Искакова","Айгуль Елубаева ты тоже дура",1,2016,4,23,11
"34454","Елена Болд","Ай, красавица!!! ) и Умница!!!! Бурятия всячески поддерживает вас, Асель!!!!",2,2016,4,23,11
"34459","Yermek Smailov","Это прекрасно, вот только зачем буряты парни поперлись в Украину убивать людей, это отвратительно",0,2016,4,23,11
"34464","Елена Болд","Найдите лично, каждого парня бурята в Украине и задайте им этот вопрос))) я исключительно аполитична...",0,2016,4,23,11
"34469","Nurdaulet Sansizbai","Jemtikkkk",0,2016,4,23,11
"34474","Dastan Esaliev","Бул казак кызы емес, бул улты мангурт кыз",3,2016,4,23,11
"34479","Yermek Smailov","А ты как гитлер определять будешь кто чистый кто нечистый ариец?",1,2016,4,23,11
"34484","Dastan Esaliev","Yermek Smailov сен осы мангурт кыздын агасы емесинбе?",3,2016,4,23,11
"34489","Zhassulan Kerimkulov","Просто недоебанная.",1,2016,4,23,11
"34494","Dastan Esaliev","Срочно ауылга байга беру керек",1,2016,4,23,11
"34499","Zhassulan Kerimkulov","Ауылдан садага кетсин. Ауыл жигиттерин мундай айуанга кимайсын.",1,2016,4,23,11
"34504","Rustem Mautkhan","Ну п.здец вообще",1,2016,4,23,11
"34509","Yermek Smailov","Да ладно, фото в купальнике, ты чо реальный пиздец никогда не видел",3,2016,4,23,11
"34514","Rustem Mautkhan","Ну посто эти разговоры )))",0,2016,4,23,11
"34519","Жанар Халелова","!ужас",0,2016,4,23,11
"34524","Нурым Досымбаев","👎🏾👎🏾👎🏾👎🏾",1,2016,4,23,11
"34529","Ahura Mazda","Ahura Mazda",0,2016,4,23,11
"34534","Serghey Kichuk","Просто показуха))))и предыдущий пост тоже, такая литература попалась мне в 14 лет, но тогда небыло фэйсбука поделиться со всем этими познаниями))))))",6,2016,4,23,11
"34539","Айнагуль Алиева","Ей не хватает любви и внимания. Вот и все.",6,2016,4,23,11
"34544","Галымжан Жалайыр","ауру",0,2016,4,23,11
"34549","Yermek Smailov","Сам то здоровый?",1,2016,4,23,11
"34554","Диана Искакова","кенжебек сен сиякты Казак жигиттери колдап турса казак елинин курыганы",1,2016,4,23,11
"34559","Gulsara Çeltikci","А я вас поддержу! Гундят и говорят о морали и поливают вас грязью только импотенты неуверенные в себе слабые неуспешные небогатые мужчины, с кучей комплексов, доставшихся им от родителей. Нормальный человек (без разницы мужчина или женщина) восхищается",10,2016,4,23,11
"34564","Галина Турунова","Согласна с тобой Эльвира Стрельникова. И знаешь почему,да красивое тело и при этом прикрыто то что нужно. А ещё согласна, потому что надо стыдиться мусульманским мужчинам своего двухличия. Обосную. Сколько раз приходилось наблюдать з",5,2016,4,23,11
"34569","Yermek Smailov","В том то и дело, они почти все серийные грешники, эти моралисты",2,2016,4,23,11
"34574","Галина Турунова","Yermek Smailov,согласна с вами. Мне славянской женщине всю жизнь прожившей с мужем, очень неприятно это наблюдать, жалко их жён. И ещё страшнее наблюдать как они все врут что безгрешные.",0,2016,4,23,11
"34579","Cherry Botik Berry","Бул суретти акесине корсеты керек))))",3,2016,4,23,11
"34584","Janar Alimxanovna","Біріншіден мұсылмансыз ба? Қазір өзіңіз үшін тозақтан орын дайындап жатқаныңызды түсінесіз бе? Бұл өмір сынақ үшін берілген.  Өзіңізді жалаңаштау арқылы нені дəлелдедіңіз? Жалаңаш қыз жалғыз сіз бе? Бұл бір ерлік пе?  Жоқ мақтан ба? Қазақтың қызы дег",8,2016,4,23,11
"34591","Gani Adikerimovich Ibraimov","Короче скоро конец света . Вас скоро невозможно будет различить. ...... Gani Adikerimovich Ibraimov's photo.",3,2016,4,23,11
"34597","Yermek Smailov","Гани вы меня пугаете, откуда у вас эта фотография? Вы их тайно рассматриваете и собираете?? Признавайтесь!!!",4,2016,4,23,11
"34602","Gani Adikerimovich Ibraimov","Пипец куда общество катится, мля с бабами не можем разобраться ети пидоры в дагонку к ним. ...",4,2016,4,23,11
"34607","Irina Kravtsova","Прекрасная фигура!))",1,2016,4,23,11
"34612","Maira Nisanova","Тут обсуждают не фигуру и не фото, а пост и причину, по которой была сделана фотка. А предшествовала этому посту другой пост, где она говорит о мужских размерах. В общем девочка взялась за сексуальное воспитание. По ее мнению необходимо сексуально раскрепостить народ, чтоб не было проституток, педофилов, домашних тиранов. Возмущается народ по этому поводу..",0,2016,4,24,0
"34617","Irina Kravtsova","А мне фигура понравилась!😈 народ и в самом деле завяз в предрассудках. А народ очень любить возмущаться. Ибо проще закидать камнями и предать анафеме, чем прислушаться и подумать ""А может она права?""",0,2016,4,24,0
"34622","Seilkhan Baidauletov","Сорлы таза тынган кыз екенсин",2,2016,4,23,11
"34627","Natalia Kanunnikova","Красивая и смелая девушка!",1,2016,4,23,11
"34632","Seilkhan Baidauletov","Сенен кандай Ана шыгады шайтан",4,2016,4,23,11
"34637","Асрор Кучкоров","Мммм жгучая",1,2016,4,23,11
"34642","Yerlan Suleimenov","Дерзай девочка, главное смотри не заиграй. Дети будут брать пример с твоей смелости, а их ошибки будут приписывать к тебе. Так что, если хочешь внимания, скажи это своему мужчине, а если нет, найди. Не хочешь искать - выставлял свои смелые фотки, поржём вместе )))",11,2016,4,23,11
"34647","Динара Малдыбаева","Ащы шындық, қайтсекте дұрыс айтады",0,2016,4,23,11
"34652","Лилия Башенова","С частью поста согласна! С фото нет, НО это Ваше право и Вам решать, что выставлять, что нет. А инет такая вещь, что туда закинешь, то там навек и останется, а оно Вам надо.",6,2016,4,23,11
"34657","Saydullah Persay","Красиво",1,2016,4,23,11
"34662","Бейбіт Кенжетаев","Бейбіт Кенжетаев",1,2016,4,23,11
"34667","Yermek Smailov","Тошнит? Отравился?",1,2016,4,23,12
"34672","Бейбіт Кенжетаев","Ермек у тебя что переспектива какая-то? Ты думаешь увидел полуголую и голодную бабу и позащищав её - она тебе даст потыкать в её ""дырку""? Сомневаюсь...",4,2016,4,23,12
"34677","Elena Rahimova","А чего совсем то не разделась😉",7,2016,4,23,11
"34682","Saltanat Rayymbekova","Классная фигура👍",2,2016,4,23,11
"34687","Алма Тюллябаеаа","Сұмдық қой!",2,2016,4,23,11
"34692","Тимур Абдукаюмов","Казак киздары алемдеги ен адеми .карындас секс ето твая личное дело. Мусылман кыздарына дурыс емес кайталама",1,2016,4,23,11
"34697","Cherry Botik Berry","Через 10 лет её фото найдёт её сын и будет хвастаться перед своими друзьями хаха))",7,2016,4,23,11
"34702","Yermek Smailov","Искрометная шутка уазахаха",2,2016,4,23,12
"34707","Yermek Smailov","У меня есть фото с мамой с пляжа в купальнике но я не хвастаюсь перед друзьями уахахахахаха",2,2016,4,23,12
"34712","Аюп Тажимагамбетов","Секси",0,2016,4,23,11
"34717","Дуйсенхан Халыков","Ммммммм сучка,каргыс аткыр,шшш... Ммм ....сссс.....",0,2016,4,23,11
"34722","Yermek Smailov","Возбудился? Бдсмщик?",1,2016,4,23,12
"34727","Зарема Аман","Yermek Smailov,😆😆😂😂😂😂👍👍👍",0,2016,4,23,14
"34732","Seilkhan Baidauletov","Бул туринди корген жигит не ойлайды??? Ойлан казак кызы сенен кандай келешек тарбиелейтин Жаксы Ана шыгады???",3,2016,4,23,11
"34737","Beibit Serikkululi Assemkul","Типично! ""куда один баран, туда и все стадо""",1,2016,4,23,11
"34742","Yermek Smailov","Ты про кого?",0,2016,4,23,12
"34747","Nailya Issayeva","Многие делают фото в купальниках, да в таких, что они скорее больше раскрыли, нежели прикрыли)) такая буря в стакане пустом 😏 фигура отпад👍",4,2016,4,23,11
"34752","Жандос Абишкенов","Нуу, девушки странные, в ливчиках стеснятся в купальниках нет) просто балы себе зарабатывает,",0,2016,4,23,12
"34757","Maira Nisanova","Нейля Исаева, тут обсуждают не фигуру и не фото, а пост и причину, по которой была сделана фотка. А предшествовала этому посту другой пост, где она говорит о мужских размерах. В общем девочка взялась за сексуальное воспитание. По ее мнению необходимо сексуально раскрепостить народ, чтоб не было проституток, педофилов, домашних тиранов. Возмущается народ по этому поводу..",0,2016,4,24,0
"34762","Карлыгаш Омарова","Асель вы красивая, но эту красоту должен видеть только ваш мужчина ....",7,2016,4,23,11
"34767","Darya Yuchshenko","Должен! Обязан просто! Кто это ""должен"" назначал?",0,2016,4,23,11
"34772","Абир Каукенов","Люди сами в ""клетках"" сидят, так и других ругают кто не в ""клекте"".",0,2016,4,23,13
"34777","Берик Берикболов","Сулуым сигисек",0,2016,4,23,11
"34782","Aiatxan Akim","коктем асер етип котерлген гои",0,2016,4,23,11
"34787","Денис Инжеватов","Всё нормально с ней. Пишет о том, о чём другие громко молчат. Чё накинулись, есть че показать пусть показывает. Кто завидует, смотрите молча.",7,2016,4,23,11
"34792","Shipon Zaman","Really Incredible Beautiful. Absolutely Perfect Beauty.",1,2016,4,23,11
"34797","Venera Tumenova","Нюхнут запада одной ногой и звездят устраивают тут разврат.и своим развратом еще будут учить Казахстанцев уму разуму...",9,2016,4,23,11
"34802","Аскар Арепбаев","Надан",0,2016,4,23,11
"34807","Алтуша Алтын","Казак кыз озинин бетин корсетип жалпы Интер салу дурыс емес ар аиел баласынын жузинде нуры болад.ол тек бетти жабу емес..ол бир адамга гана арналу кк.бул фотада казак К ызы болып туганын оте аянышты сен ушин емес казак К ызы болганмын уялам",2,2016,4,23,11
"34812","Jong Jeik","Jong Jeik",1,2016,4,23,11
"34817","Амина Кошкина","А есть ли чем гордиться казахам вообще например? Хоть чем-то? Вот кто нибудь ответьте мне плз на этот вопрос. За 20 лет, что произошло?",6,2016,4,23,11
"34822","Venera Tumenova","Гордиться тем что Казах.Гордитесь своими предками землей.а голый зад всегда показать успеете",3,2016,4,23,11
"34827","Yermek Smailov","Справедливый вопрос. Реально нечем. Ни дорог, ни больниц, ни науки, ни образования, ни культуры, ни производства. Ничего",4,2016,4,23,11
"34832","ульяна кабацкова","Если она худая и что?!",1,2016,4,23,11
"34837","Bozbala Bozbala","оооо жарык бас",0,2016,4,23,11
"34842","Guljamal Abdikalikova","Guljamal Abdikalikova",0,2016,4,23,11
"34847","Leonid L Kolesnikov","Холивар вокруг раздетой девицы. Класс! Ну умной девицы. Красивой. Талантливой. Ну вы молодцы!",4,2016,4,23,11
"34852","Venera Tumenova","Талант в чем голой против педиков?Будем больше говорить про секс...",0,2016,4,23,11
"34857","Leonid L Kolesnikov","Пишет круто. Социальные мозоли видит. Правильно и широко воспринимает ментальность. Например.",7,2016,4,23,11
"34862","Alya Zibershtein","Не ваша, вот и беситесь",4,2016,4,23,11
"34867","Тимур Абдукаюмов","Люди стали тупые",2,2016,4,23,11
"34872","Yermek Smailov","Всегда были тупые, чо стали то ))",3,2016,4,23,11
"34877","Ernur Adilbekov","Каждый день вижу!!!Но занимается ;Респект:!!!))):",0,2016,4,23,11
"34882","Мейрхан Таттибеков","Керемет емеспа",0,2016,4,23,11
"34887","Maira Turar","И для чего все это сказано",2,2016,4,23,11
"34892","Адик Караш","Сигу керек.сонда ауырганда коиад.тагы не стисиндер.",2,2016,4,23,11
"34897","Адик Караш","Адик Караш",0,2016,4,23,11
"34902","Күланай Шаймұратқызы","Уятқой шетелге жəне орысқа еліктеген қазақтың қыздары ақымақ.Ақымақ екен күліп тұр жалаңаш түскен фотасына.Арсыз екен",2,2016,4,23,11
"34907","Роза Джумагалиева","Мынандай кыз болашакта кандайкелын болады сумдык баска бермесын кафир",1,2016,4,23,11
"34912","Анель Исергепова","всё нормально,вы Личность и умеете это показать",5,2016,4,23,11
"34917","Ментай Бокен","Ментай Бокен",3,2016,4,23,11
"34922","Yermek Smailov","Вы отравились?",3,2016,4,23,12
"34927","Yermek Smailov","Вам скорую вызвать?)",3,2016,4,23,12
"34932","Aizhan Mo","Против поста и фото ничего против не имею. Но невозможно не заметить как большинство пользователей не казахской национальности начали переходить на оскорбление всего казахского бытья. Маски слетели.",3,2016,4,23,11
"34937","Yermek Smailov","Не врите, я читаю все комменты и не было такого. Большинство просто поддерживают Асель. Самые большие критики отсталых взглядов в казахском обществе были здесь казахи , включая меня и автора поста. Не смейте разжигать национальную рознь на пустом месте. Вы опасный провокатор",4,2016,4,23,11
"34942","Жандос Абишкенов","Айжан вы правы, они этому рады, типа поддерживают, для них это нормально, но не будем переживать из за одной девушки, не все такие",0,2016,4,23,12
"34947","Seilkhan Baidauletov","Анел это Нормально по твоему",0,2016,4,23,11
"34952","Мадияр Турсунов","Киiмi жок кйiп тусетiн",0,2016,4,23,11
"34957","Serik Tukpiyev","Понравилась она тем,кто привык видеть голыми своих матерей,сестер и дочерей, так как они всегда моются вместе. Их традиция. Раз поддержали эту курицу, давайте, выставляете своих красавиц, тех же сестер и жен, вв же считаете это красотой, цивилизованностью? Да и себя не забывайте. Порадуйте нас ,,кочевников,, и ,,мамбетов..( имя пророка Магомеда)?! Сноска для Ермека Смайлова. Давайте, ,,еврейпейские культурщики,,",8,2016,4,23,11
"34962","Yermek Smailov","Серик, а твои мама сестра девушка жена дочь бабушка хоть раз ходили в купальнике на пляж перед другими мужчинами??? И чо они тоже все шлюхи??? Мозги тебе для чего даны???",1,2016,4,23,11
"34967","Yermek Smailov","Тукпиев ты не ответил. Твои жена сестра мама дочь считаются шлюхами, тварями, проститутками потому что ходили в купальнике на пляж где толпа посторонних мужиков. Отвечай что замолчал!!!",0,2016,4,23,12
"34972","Ali Abilov","Нелзья паетаму что ты муслиманка а не тошто казашка или",2,2016,4,23,11
"34977","Elvira Aldaniyazova","(((",1,2016,4,23,11
"34982","Александр Вишневский","А что тут не так?Красивая и стройная девушка! И никаких низменных желаний. Смотрю,как на произведение искусства)",4,2016,4,23,11
"34989","Мадияр Турсунов","Оган не дейсiн",0,2016,4,23,11
"34994","Seilkhan Baidauletov","Вот вы даете",0,2016,4,23,11
"34999","Venera Tumenova","Yermek Smailov как бы вы не были и не призывали к толерантности западные заскоки...мы не примем геев .без нравственных девок и этих тупых призывов о сексе и прочем кто вам мешает уеденитесь в своей спальне в своем доме и делайте как хотите с кем хоти",3,2016,4,23,11
"35004","Timur Sabyrzhan","А так же, те кто говорят казашка должна быть такой эдакой, Не были такими. Проверено 😁",0,2016,4,23,12
"35009","Venera Tumenova","Ну вот и живите ...о морали с голым телом бы еще",1,2016,4,23,12
"35014","Elizabeth Batyr","Фото надо выкладывать в группе + 18 здесь дети сидят дура безмозглая",7,2016,4,23,11
"35019","Абир Каукенов","Что дети делают на странице Асель?",1,2016,4,23,13
"35024","Snezhana Udina","А детям читать такое злословие нормально?))))",0,2016,4,23,15
"35029","Seilkhan Baidauletov","Если ваша дочки будут так с фоткатся это хорошо???",5,2016,4,23,11
"35034","Seilkhan Baidauletov","Ты вообще иди вещайся ок",0,2016,4,23,11
"35039","Боря Байманов","Асылып өлудің кажеті жоқ! Дене-бітімің өте əдемі екен!😆",0,2016,4,23,12
"35044","Seilkhan Baidauletov","Куда катимся народ особенно молодеды",1,2016,4,23,11
"35049","Ahmad Basharov","Сыгув керек будайларды",0,2016,4,23,11
"35054","Dmitry Proskudin-Perov","про размеры пост не видел, тут важный вопрос, это, а правда, что, ну как его, что поперек?",0,2016,4,23,11
"35059","Venera Tumenova","Голая против педиков.так?",0,2016,4,23,11
"35064","Меруерт Байсалыкова","почему сразу молодежи ? она уже далеко не молодая",4,2016,4,23,11
"35069","Aliya M Aliya","Не поняла, для чего это все? Для кого? Очень странное самоутверждение, совсем не тот путь выбрали, очень жаль Вас, еще не раз пожалеете об этом в жизни.",9,2016,4,23,11
"35074","Амина Кошкина","Прочитайте, пожалуйста пост. Надеюсь поймёте.",0,2016,4,23,12
"35079","Aliya M Aliya","Прочитала, абсурд полный, для чего и кого это нужно, а тем более это фото",1,2016,4,23,12
"35084","Talgat Siayev","Крыша кеткен. Че здесь обсуждать. Коротко ясно крыша протекает. Котемде кузде козады...",1,2016,4,23,11
"35089","Serghey Kichuk","крыша не протекает хочется поджарить белой картошки на черной сковороде))пошло но правда .. внимание и весна жара фактор сильный))",0,2016,4,23,12
"35094","Zhanara Kelbetova","Сбылась мечта идиота",2,2016,4,23,11
"35099","Ramiz Allahverdiev","Ramiz Allahverdiev",0,2016,4,23,11
"35104","Кенже Хаватай","Уяттан журдаи арсыз екен",2,2016,4,23,11
"35109","Nurali Riskylov","АЛЛАХ жазанды берсин сенин",2,2016,4,23,11
"35114","Makesha Kitano","С фига ли? Проклятия раздаешь ? Звезду протри чувак. Тебя наместником никто не назначал.",0,2016,4,24,1
"35119","Lir Neron","Круто по ораторски аргументировала",0,2016,4,23,11
"35124","Куандык Шома","Куандык Шома",1,2016,4,23,11
"35129","Yira Lukash","Всё прилично) трусы купальные на завязочках",5,2016,4,23,11
"35134","Mihail Borschev","Вы просто европейская девушка с узким разрезом глаз.",4,2016,4,23,11
"35139","Nuriya Toktobaeva","На данный момент пост не удивляет. Человек сам в праве решать как ему жить, не нам судить! Если на то пошло то я бы сказала Смелая девушка, умеющая высказать свою точку зрения. Таких мало. А полуголым фотографироваться, что Вас удивляет. Сейчас на пляжах таких живых примеров полно. Да кто из Вас чист и безгрешен?",8,2016,4,23,11
"35144","Timur Sabyrzhan","Да никто никого не осудит, и не имеет право! Но значит ли это что надо жить так, чтоб вас осудил Господь? Или же вы из тех что верят в тупость превращения в прах и бессмысленно жизни",0,2016,4,23,12
"35149","Nuriya Toktobaeva","Мои отношения с верой, это только между мной и Богом. И я считаю вера дело личное каждого из нас. Есть сотня примеров, примерных людей которые просто лицемерят!",2,2016,4,23,12
"35154","Sabit Abdildaev","Слышал, что таким же образом оправдывают роли в порно фильмах, сравнивая их с художественными произведениями",5,2016,4,23,11
"35159","Zangar Zangiev","Асель ар намысын жок екен! Болашакта кандай ана боласын?",4,2016,4,23,11
"35164","Din Din","Отеме десенизши осыдан кейн , 40 ка дейн отпей журген...",0,2016,4,23,12
"35169","Шынара Кулмамбетова","Что за .... показывать свое тело? Заняться больше нечем? Завтра эти фото посмотрят дети, и что скажете? Знание конечно хорошо, но еще у человека должна быть честь и достоинство. Одевать короткое, открывать живот и так никто не запрещает. Что вам еще надо?",5,2016,4,23,11
"35174","Yermek Smailov","Вы не хотите показывать и не показывайте! Вас заставляет кто-то? А про детей глупейший комментарий. Все дети сидят в контакте, там все порно мира какое хотите им плевать на ваш старческий фейсбук",1,2016,4,23,12
"35179","Yermek Smailov","Не лезьте к чужим людям со своими указаниями",1,2016,4,23,12
"35184","Ainur Kemalova","думаю, эта дама показала бы и сиськи, только там нечего показывать, ну стала она популярной на месяц, а дальше люди о ней забудут, ну а если вспомнят, то скажут, ""А эта долбанутая аниморалистка, которая сделала селфи в купальнике дома"",вот и все, забудут, пока женщина не захочет вернуть себе короткую славу и не выкинет еще что-нибудь,ну а зачем это???",12,2016,4,23,12
"35189","гульмира джумалиева","Что она хочет показать и доказать ?",3,2016,4,23,12
"35194","Venera Tumenova","Хочет педиков распугать",1,2016,4,23,12
"35199","Боря Байманов","Гульмира сізде мини киіп суретке түсіпсізғой? Сіз кімге аяғынызды көрсетіп тұрсыз?😎",0,2016,4,23,12
"35204","Maira Nisanova","Асель Баяндарова, че то вас штормит в разные стороны. Для вас не существует золотой середины? Для вас есть только 2 крайностей? Нельзя и можно? Есть элементарные понятия этики, независимо оттого казашка ты или американка. Есть понятия интимная тема. Об",13,2016,4,23,12
"35209","Din Din","😂😂😂😂👍👍👍👍",0,2016,4,23,12
"35214","Ali Abilov","Ана проста хочет чтоб осуждали",0,2016,4,23,12
"35219","Yermek Smailov","А ты чего хочешь?))",0,2016,4,23,12
"35224","Ali Abilov","И всо",0,2016,4,23,12
"35229","Амина Кошкина","Абсолютно безобидная фотография, да миллионы наших девушек фоткаются в купальнике, она что грудь или гениталии свои показала? Люди, очнитесь пожалуйста 😅",12,2016,4,23,12
"35234","Venera Tumenova","Пусть убирает пост тогда",0,2016,4,23,12
"35239","Амина Кошкина","Венера Тюменова а чем вам именно пост не угодил? Она ведь правду написала.",1,2016,4,23,12
"35244","Дмитрий Куцель","Дмитрий Куцель Дмитрий Куцель's photo.",14,2016,4,23,12
"35250","Venera Tumenova","Побывали на западе типа навтыкались там звезд и вот давай всех просветлять....как мы не правильно живем...почему то умалчивает о геях и лезбиянках статистика не радует.",2,2016,4,23,16
"35255","Ludmila Kovalenko","Это вы,небось,о ""гейропе""?))) лесбиянка от слова "" Лесбос"". Остров такой есть)))",2,2016,4,23,12
"35260","Данара Балгимбаева","А Вы слышали что на востоке их не меньше? Да и в Казахстане достаточно. Убьем всех?",1,2016,4,23,12
"35265","Aleksandr Shelobayev","Asel Bayandarova, хороший троллинг. like emoticon",0,2016,4,23,12
"35270","Ali Abilov","Ей нравится но подумай что когд то умрешь и што скажут",1,2016,4,23,12
"35275","Yermek Smailov","А ты когда умрешь, что скажут? Он был молодец, стыдил девочек в купальниках в интернете?",4,2016,4,23,12
"35280","Nuriya Toktobaeva","Когда человек умирает врят ли ему важно кто что скажет!",0,2016,4,23,12
"35285","Ali Abilov","И что стабой зделат",0,2016,4,23,12
"35290","Нургуль Кулиева","Ай Аюп койсай 😃😂",0,2016,4,23,12
"35295","Samal Esmakhan","Это удел тупых и ограниченных - раздеться и проснуться знаменитой! На этом и заканчиваются их успехи!",5,2016,4,23,12
"35300","Din Din","У меня тоже есть много чего продемонстрировать семью, дети но айфона нет 😂😂😂😂 а у этой есть айфон но мозгов нет, ну надо же как-то реализовать себя а то молодые красавицы на пятки наступают....",1,2016,4,23,12
"35305","Samal Esmakhan","мозгов нет, это точно 😂😂😂",0,2016,4,23,12
"35310","Амина Кошкина","Ну включите разум, пожалуйста 😅😅😅",0,2016,4,23,12
"35315","Yermek Smailov","Было бы что включать ). Но пытаться учить их надо )",0,2016,4,23,12
"35320","Амина Кошкина","Yermek Smailov мне кажется это бесполезно) они и на личности переходят, думая, что смогут задеть 😂😂",0,2016,4,23,12
"35325","Alexey Zernov","Каждый видит то, на что способен. Вы озвучили проблему и привлекли к ней внимание! Так держать!",2,2016,4,23,12
"35330","Юлий Леонтьев","Хорошо высветила тему, молодчаге.",2,2016,4,23,12
"35335","Rasty Rorshah Rouch","Было бы хоть чем наслаждатся! У вас девушка синдром нехватки внимания по ходу...",5,2016,4,23,12
"35340","Maralbek Sagynganov","Фото по мне зачетное, я бы поспорил насчет ""устаревшей традиций"".",0,2016,4,23,12
"35345","Бейбіт Кенжетаев","Большинство кто отписался, что фигура нормальная, жги дальше, красиво и т.д. и т.п., просто голодные, и щас пойдут передергивать на Ваше фото... вот потом спрашивай, наделил ли Создатель её мозгами или нет...🤔🤔🤔  Дело даже не в том, что казашка, чь",16,2016,4,23,12
"35351","Samal Esmakhan","Согласна с вами на все 2000%%%%!!!! Это называется глупость, больше нечем покорять казнет!!! Мозгов то нет)))",0,2016,4,23,12
"35356","Viktoria Denisenko","ооо...как копнул....",0,2016,4,23,12
"35361","Жазира Рахымбекова","Ермек ты где???",1,2016,4,23,12
